product_id,product_name,product_category,manufacturing_city,size,weight_kg,retail_price,cost_price,sku_code,supplier,is_active,stock_quantity
649300,Graphic Tee Ultra,Apparel,Istanbul,N/A,0.3,149.99,40.25,SKU-11653,QualityGoods Corp,1,896
166974,Almond Butter Plus,Grocery,shanghai,XS,0.45,299.99,162.29,SKU-13277,ValueChain Partners,1,1908
375722,SSD 1TB Mini,Electronics,Seoul,XS,3.53,124.99,53.83,SKU-59107,QualityGoods Corp,No,692
846925,Eyebrow Pencil Standard,Beauty,Berlin,L,4.93,99.99,22.65,SKU-88682,Global Supply Co.,1,169
704663,Gaming Mouse Max,Electronics,Chicago,L,4.07,34.99,15.75,SKU-38140,EcoSource LLC,TRUE,1252
758015,Facial Cleanser Elite,Beauty,Ho Chi Minh City,L,1.77,499.99,131.14,SKU-33324,MegaManufacture Inc,1,1617
180813,Mechanical Keyboard Mini,Electronics,Warsaw,L,1.06,249.99,119.17,SKU-44773,Global Supply Co.,0,1885
620248,Smart Watch Max,Electronics,Detroit,XL,0.84,249.99,113.6,SKU-19971,ValueChain Partners,1,1234
577309,Smart Watch Mini,Electronics,Shenzhen,M,1.48,99.99,45.29,SKU-81615,EcoSource LLC,1,492
635593,Jump Rope Premium,Sports,Ho Chi Minh City,8,3.47,124.99,49.62,SKU-40596,EcoSource LLC,1,1701
477617,Organic Coffee Beans Mini,Grocery,Detroit,N/A,0.85,9.99,5.54,SKU-28197,FastShip Ltd,TRUE,1936
158132,Matte Lipstick Mini,Beauty,Los Angeles,S,0.22,399.99,104.62,SKU-99553,EcoSource LLC,No,1981
623879,Smart Watch Plus,Electronics,Shanghai,L,3.91,14.99,7.06,SKU-55914,PrimeMaterials GmbH,1,1563
694423,Dumbbell Set Premium,Sports,Istanbul,6,0.44,14.99,5.56,SKU-34497,PrimeMaterials GmbH,1,21
274987,SSD 1TB Premium,Electronics,Mexico City,S,6.2,9.99,4.77,SKU-69096,QualityGoods Corp,1,1325
485548,Jump Rope Premium,Sports,Tokyo,XXL,4.61,74.99,33.22,SKU-60381,MegaManufacture Inc,1,1829
264951,Beanie Hat Standard,Apparel,Ho Chi Minh City,M,2.49,9.99,3.08,SKU-30994,PrimeMaterials GmbH,No,31
367508,Floral Sundress Mini,Apparel,Tokyo,XL,0.41,149.99,39.83,SKU-57309,EcoSource LLC,0,1334
910894,Foam Roller Max,Sports,Mexico City,XXL,1.22,49.99,18.96,SKU-29340,PrimeMaterials GmbH,1,344
207903,Coconut Water Standard,Grocery,Ho Chi Minh City,M,2.37,9.99,5.26,SKU-95923,EcoSource LLC,No,1903
701790,Floral Sundress Lite,Apparel,Shanghai,XS,0.53,149.99,42.32,SKU-15627,ValueChain Partners,1,1160
806866,Running Shoes Standard,Sports,Bangalore,M,2.18,74.99,27.4,SKU-31499,TechParts Asia,1,483
857888,Eyebrow Pencil Ultra,Beauty,Seoul,M,1.71,499.99,127.05,SKU-21568,TechParts Asia,1,1969
220936,Floral Sundress Pro,Apparel,Shenzhen,XXL,4.09,49.99,14.65,SKU-38867,Global Supply Co.,0,1535
339499,Gaming Mouse Pro,Electronics,Chennai,L,2.43,14.99,7.2,SKU-24641,QualityGoods Corp,0,1828
876764,Throw Blanket Elite,Home & Garden,Los Angeles,XL,3.45,24.99,8.39,SKU-22940,TechParts Asia,Yes,576
633541,Throw Blanket Plus,Home & Garden,Istanbul,L,2.09,99.99,31.37,SKU-67232,MegaManufacture Inc,1,1884
102693,Yoga Pants Pro,Apparel,Chennai,XS,2.98,59.99,16.57,SKU-71252,QualityGoods Corp,1,1614
146177,Oxford Shirt Plus,Apparel,Istanbul,S,1.11,9.99,3.04,SKU-83924,EcoSource LLC,Yes,1451
112884,Slim Fit Jeans Lite,Apparel,Los Angeles,L,3.09,49.99,14.77,SKU-55393,ValueChain Partners,1,1005
356430,Puzzle 1000pc Standard,Toys & Games,Shanghai,S,3.4,299.99,90.59,SKU-48028,Global Supply Co.,1,315
148215,Air Purifier Mini,Home & Garden,Shanghai,L,0.44,249.99,79.88,SKU-31708,MegaManufacture Inc,1,766
594681,Setting Spray Standard,Beauty,Shanghai,,4.14,199.99,46.95,SKU-79354,EcoSource LLC,Yes,924
481657,Organic Coffee Beans Standard,Grocery,Shenzhen,,1.02,59.99,38.43,SKU-38194,Global Supply Co.,0,1876
501583,Bluetooth Speaker Mini,Electronics,Guangzhou,S,3.7,49.99,24.05,SKU-31950,ValueChain Partners,0,1086
257375,,Apparel,Los Angeles,XXL,3.06,149.99,47.67,SKU-60630,ValueChain Partners,0,587
287654,Stuffed Animal Lite,Toys & Games,Istanbul,11,3.01,99.99,38.34,SKU-74763,Global Supply Co.,Yes,281
999138,Wool Blazer Lite,Apparel,Mexico City,L,0.16,199.99,66.73,SKU-99080,ValueChain Partners,1,1836
137081,Cotton Bath Towel Mini,Home & Garden,Los Angeles,XXL,1.78,24.99,7.62,SKU-13482,FastShip Ltd,1,1886
679720,Jump Rope Premium,Sports,Warsaw,XS,4.85,24.99,9.98,SKU-23305,FastShip Ltd,1,34
942127,Cotton Bath Towel Ultra,Home & Garden,Istanbul,L,2.82,14.99,4.69,SKU-20936,Global Supply Co.,1,1613
848705,Business Strategy Guide Plus,Books,Shenzhen,M,4.67,24.99,9.56,SKU-62545,MegaManufacture Inc,1,374
876644,Hair Mask Basic,Beauty,Shanghai,L,3.41,399.99,104.89,SKU-68449,FastShip Ltd,No,1286
787554,,Electronics,Shanghai,L,5.73,199.99,92.74,SKU-76261,QualityGoods Corp,1,1986
539740,Bluetooth Speaker Mini,Electronics,Shenzhen,M,1.88,49.99,19.99,SKU-24524,QualityGoods Corp,1,52
335421,Tire Pressure Gauge Max,Automotive,Bangalore,M,4.04,74.99,40.39,SKU-24803,FastShip Ltd,1,808
437433,Car Air Freshener Elite,Automotive,,L,4.94,14.99,8.14,SKU-66755,PrimeMaterials GmbH,1,515
360322,Gaming Mouse Premium,Electronics,Chennai,L,7.81,59.99,24.07,SKU-71378,FastShip Ltd,FALSE,513
536476,Matte Lipstick Ultra,Beauty,,S,3.11,249.99,64.67,SKU-80387,ValueChain Partners,1,290
855276,Remote Control Car Premium,Toys & Games,Chennai,M,4.07,99.99,39.67,SKU-63927,EcoSource LLC,1,928
435476,Air Purifier Basic,Home & Garden,Ho Chi Minh City,XXL,3.79,29.99,9.22,SKU-27786,MegaManufacture Inc,1,484
384434,Building Blocks Elite,Toys & Games,Los Angeles,L,1.31,39.99,12.59,SKU-88355,,Yes,1896
966120,Garden Hose Premium,Home & Garden,Chennai,XL,1.37,199.99,75.57,SKU-10925,ValueChain Partners,0,1457
181670,Facial Cleanser Standard,Beauty,Bangalore,M,4.84,124.99,29.72,SKU-33529,FastShip Ltd,1,652
699298,Floral Sundress Lite,Apparel,Detroit,N/A,4.45,49.99,17.05,SKU-51924,EcoSource LLC,1,1138
490917,Bluetooth Speaker Mini,Electronics,Berlin,7,3.64,499.99,233.39,SKU-22563,TechParts Asia,1,1138
225200,Protein Bar Basic,Grocery,,M,2.41,499.99,298.48,SKU-53659,PrimeMaterials GmbH,1,774
626428,"Tablet 10"" Ultra",Electronics,Mexico City,L,1.05,29.99,12.84,SKU-34746,EcoSource LLC,1,123
806033,Foam Roller Premium,Sports,Los Angeles,L,1.06,399.99,147.47,SKU-76479,FastShip Ltd,0,1785
155230,Yoga Pants Ultra,Apparel,Berlin,XXL,0.99,299.99,94.05,SKU-62032,ValueChain Partners,Yes,1318
288056,Sterling Silver Ring Mini,Jewelry,Ho Chi Minh City,XXL,0.53,39.99,8.22,SKU-43631,TechParts Asia,1,1902
334026,Smart Watch Elite,Electronics,Detroit,L,7.97,149.99,64.62,SKU-32188,FASTSHIP LTD,Yes,1626
943409,,Electronics,Chicago,L,1.05,199.99,101.27,SKU-66663,MegaManufacture Inc,0,1584
640828,Microfiber Cloth Set Premium,Automotive,Ho Chi Minh City,XL,8.38,299.99,161.78,SKU-67989,EcoSource LLC,Yes,1410
148159,Floral Sundress Pro,Apparel,Istanbul,XS,4.26,19.99,5.57,SKU-40652,TechParts Asia,1,272
520400,Cast Iron Skillet Mini,Home & Garden,Los Angeles,XL,4.03,124.99,49.57,SKU-12063,FastShip Ltd,0,664
172274,Matte Lipstick Plus,Beauty,Shanghai,XXL,0.59,89.99,24.22,SKU-32365,PrimeMaterials GmbH,1,1405
587686,,Beauty,Warsaw,XL,3.26,19.99,5.59,SKU-32428,EcoSource LLC,1,1245
396020,Memory Foam Pillow Lite,Home & Garden,Tokyo,N/A,3.64,34.99,10.91,SKU-15347,FastShip Ltd,No,1165
911102,Running Shoes Elite,Sports,Seoul,11,3.61,34.99,12.04,SKU-90581,MegaManufacture Inc,No,1244
985885,Rice Cakes Premium,Grocery,Chicago,XL,0.96,34.99,20.95,SKU-85153,TechParts Asia,Yes,1796
425790,Cotton Bath Towel Premium,Home & Garden,Detroit,XL,0.93,34.99,12.06,SKU-49173,FastShip Ltd,1,198
443199,Wireless Headphones Lite,Electronics,Los Angeles,M,3.62,34.99,17.49,SKU-20966,TechParts Asia,1,82
190581,LED Desk Lamp Elite,Home & Garden,Seoul,S,4.24,149.99,47.33,SKU-73350,MegaManufacture Inc,1,928
679958,LED Desk Lamp Basic,Home & Garden,Warsaw,L,4.5,89.99,26.99,SKU-99885,ValueChain Partners,Yes,1236
578933,Cotton Bath Towel Elite,Home & Garden,Istanbul,XL,1.47,249.99,88.26,SKU-54303,Global Supply Co.,1,1526
108356,Oxford Shirt Mini,Apparel,Detroit,,0.21,499.99,135.49,SKU-37356,ValueChain Partners,1,1330
486839,Green Tea Pack Elite,Grocery,Tokyo,L,0.43,39.99,20.75,SKU-93979,QualityGoods Corp,1,1748
310418,Puffer Jacket Standard,Apparel,HO CHI MINH CITY,XXL,1.95,34.99,8.99,SKU-13035,EcoSource LLC,1,377
405759,Floral Sundress Basic,Apparel,Mexico City,S,1.71,89.99,24.1,SKU-47082,TechParts Asia,1,1296
691194,Slim Fit Jeans Premium,Apparel,Shenzhen,XL,1.8,24.99,7.22,SKU-98304,FastShip Ltd,1,1661
922615,Card Game Basic,Toys & Games,Shenzhen,S,2.14,9.99,3.9,SKU-11563,QualityGoods Corp,0,982
418672,Floral Sundress Pro,Apparel,Ho Chi Minh City,7,1.95,59.99,19.4,SKU-57318,FastShip Ltd,1,1084
875501,Cast Iron Skillet Mini,Home & Garden,Mexico City,M,2.88,124.99,44.14,SKU-35871,FastShip Ltd,1,346
752966,Gym Gloves Premium,Sports,Mexico City,M,0.49,49.99,19.58,SKU-20171,QualityGoods Corp,TRUE,30
354367,Gaming Mouse Pro,Electronics,Mexico City,L,3.06,14.99,6.66,SKU-89735,Global Supply Co.,1,1550
586462,Floral Sundress Basic,Apparel,Mexico City,S,4.69,249.99,83.65,SKU-78407,FastShip Ltd,1,1383
486162,Fitness Tracker Lite,Sports,Tokyo,XL,4.68,499.99,213.47,SKU-46832,MegaManufacture Inc,1,551
720432,Almond Butter Mini,Grocery,Guangzhou,XL,1.66,49.99,27.04,SKU-19733,FastShip Ltd,1,1344
617326,Slim Fit Jeans Basic,Apparel,SEOUL,XL,3.34,99.99,33.95,SKU-17949,valuechain partners,No,275
910143,Beanie Hat Premium,Apparel,Tokyo,S,1.18,89.99,29.21,SKU-97129,FastShip Ltd,1,744
913575,Cast Iron Skillet Pro,Home & Garden,Shenzhen,XL,0.34,59.99,18.06,SKU-54920,Global Supply Co.,1,417
304915,Car Phone Mount Basic,Automotive,GUANGZHOU,L,9.83,74.99,37.52,SKU-13600,Global Supply Co.,1,832
868043,Yoga Mat Pro,Sports,Warsaw,S,1.69,9.99,4.18,SKU-68636,Global Supply Co.,1,1823
673108,Hydrating Moisturizer Standard,Beauty,Istanbul,M,2.57,499.99,108.53,SKU-52251,TechParts Asia,1,1263
897423,Spice Rack Mini,Home & Garden,Bangalore,S,4.97,299.99,100.37,SKU-51907,PrimeMaterials GmbH,1,1173
934638,Garden Hose Lite,Home & Garden,Chennai,XS,2.23,24.99,9.14,SKU-10344,PrimeMaterials GmbH,1,1085
357034,Nail Polish Set Standard,Beauty,Mexico City,12,2.67,99.99,27.37,SKU-79155,FastShip Ltd,1,732
257880,Building Blocks Lite,Toys & Games,Chicago,N/A,3.51,49.99,20.0,SKU-44007,Global Supply Co.,1,428
106687,"Tablet 10"" Premium",Electronics,Los Angeles,M,6.92,249.99,99.73,SKU-75772,FastShip Ltd,No,250
529954,Memory Foam Pillow Elite,Home & Garden,Tokyo,M,4.67,9.99,3.64,SKU-51931,EcoSource LLC,1,10
125071,Puzzle 1000pc Plus,Toys & Games,Seoul,L,2.69,59.99,23.47,SKU-31471,ValueChain Partners,No,416
344315,Cast Iron Skillet Elite,Home & Garden,Shanghai,XXL,1.45,89.99,33.55,SKU-81794,EcoSource LLC,1,549
667851,Facial Cleanser Standard,Beauty,Chennai,XXL,4.68,99.99,25.99,SKU-48169,Global Supply Co.,0,576
463251,USB-C Hub Basic,Electronics,Istanbul,XS,1.97,59.99,24.68,SKU-64114,ValueChain Partners,1,1214
766833,Leather Belt Basic,Apparel,Bangalore,M,2.47,34.99,11.49,SKU-74145,TechParts Asia,0,549
980357,Wool Blazer Pro,Apparel,Shanghai,XL,2.94,59.99,18.33,SKU-68534,FASTSHIP LTD,1,766
827146,Running Shorts Max,Apparel,Tokyo,S,3.77,34.99,9.27,SKU-18163,FastShip Ltd,1,456
110060,Gaming Mouse Lite,Electronics,Guangzhou,8,6.56,34.99,17.8,SKU-40498,TechParts Asia,FALSE,1292
451291,Garden Hose Pro,Home & Garden,Warsaw,L,4.34,19.99,8.02,SKU-75086,TechParts Asia,TRUE,943
101533,Cuff Links Set Premium,Jewelry,Mexico City,N/A,4.8,19.99,4.04,SKU-76087,ValueChain Partners,0,1524
895794,Matte Lipstick Ultra,Beauty,Guangzhou,M,2.88,249.99,67.68,SKU-42833,ValueChain Partners,1,243
789233,Eye Cream Lite,Beauty,Tokyo,S,3.44,14.99,3.84,SKU-67168,QualityGoods Corp,1,279
494552,Stuffed Animal Standard,Toys & Games,Istanbul,M,4.31,24.99,8.54,SKU-69255,PrimeMaterials GmbH,1,803
990247,Protein Bar Pro,Grocery,Shanghai,M,0.39,59.99,35.01,SKU-89950,PrimeMaterials GmbH,1,1171
873935,Almond Butter Max,Grocery,Tokyo,M,1.33,39.99,27.34,SKU-74505,Global Supply Co.,1,1578
862540,SSD 1TB Lite,Electronics,Guangzhou,M,3.96,19.99,8.64,SKU-16489,Global Supply Co.,1,1132
422448,4K Smart TV Ultra,Electronics,Bangalore,9,5.33,124.99,56.08,SKU-10909,QualityGoods Corp,1,1464
208998,Floral Sundress Elite,Apparel,Mexico City,L,3.42,149.99,41.6,SKU-83286,TechParts Asia,No,448
315161,Hydrating Moisturizer Lite,Beauty,Mexico City,8,2.66,59.99,13.89,SKU-95858,MegaManufacture Inc,No,955
655550,Car Vacuum Basic,Automotive,Shenzhen,M,7.04,9.99,4.78,SKU-39782,PrimeMaterials GmbH,1,98
349736,Resistance Bands Plus,Sports,Seoul,L,4.0,99.99,45.09,SKU-13105,Global Supply Co.,1,1578
540208,Mechanical Keyboard Ultra,Electronics,Shenzhen,S,2.04,9.99,4.36,SKU-95250,MEGAMANUFACTURE INC,No,851
615929,Wireless Headphones Plus,Electronics,Warsaw,L,3.34,59.99,27.42,SKU-68917,Global Supply Co.,1,1127
162804,Spice Rack Standard,Home & Garden,Berlin,N/A,0.86,39.99,14.19,SKU-61472,EcoSource LLC,1,1216
249289,Foam Roller Basic,Sports,Detroit,XS,2.74,19.99,8.2,SKU-45730,EcoSource LLC,TRUE,626
846221,Gold Hoop Earrings Lite,Jewelry,Warsaw,N/A,3.86,24.99,5.48,SKU-96491,Global Supply Co.,Yes,45
393418,Bluetooth Speaker Standard,Electronics,Tokyo,10,5.84,39.99,20.16,SKU-48550,TechParts Asia,1,573
197545,Green Tea Pack Basic,Grocery,Warsaw,XL,2.03,199.99,109.51,SKU-15287,QualityGoods Corp,1,625
146032,Jump Starter Plus,Automotive,Shenzhen,M,2.37,9.99,5.54,SKU-54530,MegaManufacture Inc,1,1221
342716,Steering Wheel Cover Lite,Automotive,Berlin,XL,10.66,34.99,17.75,SKU-76838,,0,763
986575,Beanie Hat Elite,Apparel,Istanbul,L,4.21,29.99,10.14,SKU-40447,ValueChain Partners,FALSE,104
645007,Garden Hose Ultra,Home & Garden,Chennai,XS,0.93,89.99,35.43,SKU-52196,TechParts Asia,1,1945
533121,Blush Palette Max,Beauty,Chicago,M,1.07,299.99,72.51,SKU-52948,Global Supply Co.,TRUE,28
834891,Gym Gloves Mini,Sports,Shanghai,XL,0.64,19.99,8.36,SKU-11019,TechParts Asia,No,168
490586,Mechanical Keyboard Mini,Electronics,Seoul,M,4.78,99.99,50.01,SKU-21037,ValueChain Partners,FALSE,1550
580728,Coconut Water Premium,Grocery,Istanbul,L,1.97,74.99,43.44,SKU-75214,ValueChain Partners,1,633
884229,Almond Butter Elite,Grocery,Ho Chi Minh City,M,1.21,39.99,20.71,SKU-31419,PrimeMaterials GmbH,1,868
189026,Blush Palette Lite,Beauty,Chicago,,1.3,199.99,47.89,SKU-67916,Global Supply Co.,No,1554
708982,Vitamin C Serum Ultra,Beauty,Mexico City,L,2.91,399.99,95.96,SKU-31888,TechParts Asia,1,887
200219,Titanium Watch Band Premium,Jewelry,Bangalore,XXL,4.41,499.99,109.2,SKU-69580,Global Supply Co.,1,456
629979,4K Smart TV Mini,Electronics,Ho Chi Minh City,L,1.47,9.99,4.24,SKU-94048,ValueChain Partners,1,1512
239999,Foam Roller Premium,Sports,Tokyo,M,2.78,124.99,55.91,SKU-87980,TechParts Asia,1,442
768169,Puffer Jacket Plus,Apparel,Chennai,N/A,0.92,24.99,7.61,SKU-68024,MegaManufacture Inc,1,1360
959793,LED Desk Lamp Plus,Home & Garden,Istanbul,XL,1.4,399.99,143.61,SKU-41768,ValueChain Partners,0,1631
513507,Cast Iron Skillet Max,Home & Garden,Shanghai,XXL,0.76,99.99,38.22,SKU-28028,Global Supply Co.,1,795
178465,Cotton Bath Towel Pro,Home & Garden,Guangzhou,One Size,2.11,24.99,7.79,SKU-81892,FastShip Ltd,1,398
720647,Almond Butter Elite,Grocery,Shanghai,XL,1.8,24.99,12.83,SKU-34562,EcoSource LLC,No,185
695403,Floral Sundress Max,Apparel,Chennai,XXL,1.49,29.99,7.8,SKU-84017,ValueChain Partners,1,1588
165308,LED Desk Lamp Max,Home & Garden,Shanghai,8,4.25,499.99,150.36,SKU-13381,PrimeMaterials GmbH,1,297
556112,Wireless Headphones Mini,Electronics,Detroit,XXL,3.17,59.99,28.61,SKU-25440,Global Supply Co.,1,1947
794622,"Tablet 10"" Mini",Electronics,Berlin,XL,3.82,39.99,16.62,SKU-81715,EcoSource LLC,1,840
237057,Remote Control Car Mini,Toys & Games,Warsaw,L,0.19,39.99,15.5,SKU-40966,QualityGoods Corp,1,1626
348273,Dash Cam Mini,Automotive,,L,7.11,99.99,55.74,SKU-27096,ValueChain Partners,1,530
405844,GPS Navigator Basic,Automotive,BERLIN,XL,9.07,74.99,35.88,SKU-11426,FastShip Ltd,0,1478
373668,USB-C Hub Max,Electronics,Warsaw,L,7.58,124.99,51.1,SKU-57317,Global Supply Co.,1,1496
992247,Dark Chocolate Bar Max,Grocery,Berlin,,0.84,34.99,20.99,SKU-24147,QualityGoods Corp,FALSE,1100
430310,,Beauty,Warsaw,N/A,4.59,59.99,16.42,SKU-21795,EcoSource LLC,1,641
939717,Puffer Jacket Lite,Apparel,Berlin,XL,3.33,499.99,158.32,SKU-30663,QualityGoods Corp,1,657
512040,Vitamin C Serum Plus,Beauty,Shanghai,M,0.3,249.99,53.61,SKU-18285,EcoSource LLC,1,244
834764,Graphic Tee Basic,Apparel,Bangalore,7,0.17,89.99,23.01,SKU-35333,MegaManufacture Inc,1,1447
972310,Throw Blanket Lite,Home & Garden,Berlin,M,1.08,24.99,7.73,SKU-43504,PrimeMaterials GmbH,1,1017
871073,Throw Blanket Premium,Home & Garden,Istanbul,XXL,1.66,9.99,3.33,SKU-13629,QualityGoods Corp,FALSE,1716
442099,Blush Palette Premium,Beauty,Tokyo,XXL,2.47,99.99,25.27,SKU-65991,PrimeMaterials GmbH,1,135
433507,Car Vacuum Basic,Automotive,Chennai,L,8.69,24.99,13.69,SKU-35617,Global Supply Co.,1,1747
574751,Smart Watch Standard,Electronics,Shanghai,L,3.01,29.99,12.05,SKU-60246,Global Supply Co.,1,1160
385166,Graphic Tee Mini,Apparel,Chennai,XS,1.95,34.99,9.4,SKU-80013,MegaManufacture Inc,1,204
344959,Yoga Pants Premium,Apparel,Shenzhen,One Size,1.71,149.99,49.91,SKU-14067,Global Supply Co.,1,883
178315,Facial Cleanser Standard,Beauty,Bangalore,M,0.14,9.99,2.82,SKU-19567,Global Supply Co.,1,1684
312559,Rice Cakes Premium,Grocery,Chennai,L,0.36,49.99,30.46,SKU-90996,QualityGoods Corp,1,1883
242723,Eyebrow Pencil Pro,Beauty,Los Angeles,S,0.78,199.99,54.27,SKU-88189,EcoSource LLC,1,555
917823,Organic Coffee Beans Max,Grocery,Ho Chi Minh City,S,0.24,99.99,57.16,SKU-15182,ValueChain Partners,1,59
907557,Cast Iron Skillet Premium,Home & Garden,,L,0.73,499.99,198.43,SKU-57694,Global Supply Co.,0,1862
713110,Graphic Tee Mini,Apparel,Tokyo,S,2.5,39.99,13.45,SKU-13862,QualityGoods Corp,0,248
214266,Oxford Shirt Max,Apparel,Shanghai,L,4.67,59.99,19.88,SKU-33431,ValueChain Partners,1,1438
262959,Webcam HD Elite,Electronics,Istanbul,L,6.9,89.99,34.58,SKU-49695,Global Supply Co.,1,884
210790,USB-C Hub Max,Electronics,Mexico City,L,0.88,49.99,22.65,SKU-15433,EcoSource LLC,FALSE,637
272359,Card Game Basic,Toys & Games,Berlin,M,0.21,24.99,7.5,SKU-62589,EcoSource LLC,Yes,982
571404,Yoga Mat Plus,Sports,Tokyo,XL,3.88,74.99,31.59,SKU-51261,ValueChain Partners,1,396
588694,Cuff Links Set Lite,Jewelry,Chennai,XL,3.24,74.99,13.57,SKU-18416,MegaManufacture Inc,1,44
429287,SSD 1TB PLUS,Electronics,Detroit,XL,7.71,49.99,23.44,SKU-18669,TechParts Asia,1,1
526259,Garden Hose Mini,Home & Garden,Guangzhou,XS,2.41,149.99,46.16,SKU-98396,MegaManufacture Inc,1,1185
226601,Hydrating Moisturizer Max,Beauty,Chennai,S,4.55,24.99,6.73,SKU-71481,EcoSource LLC,1,1220
661957,Nail Polish Set Max,Beauty,Warsaw,S,2.11,19.99,5.34,SKU-93628,ValueChain Partners,1,705
475691,Wireless Headphones Basic,Electronics,Bangalore,S,6.16,19.99,7.66,SKU-45804,QualityGoods Corp,1,1853
907756,Yoga Pants Pro,Apparel,Ho Chi Minh City,S,3.51,24.99,8.15,SKU-72209,PrimeMaterials GmbH,1,558
317722,SSD 1TB Pro,Electronics,Chennai,XXL,7.42,99.99,40.46,SKU-20176,PrimeMaterials GmbH,Yes,225
573869,Slim Fit Jeans Lite,Apparel,Bangalore,L,1.03,399.99,105.93,SKU-21628,TechParts Asia,1,1025
423284,Cotton Bath Towel Basic,Home & Garden,Detroit,M,1.65,499.99,175.01,SKU-70409,,0,1235
585854,,Grocery,Detroit,N/A,0.51,89.99,55.45,SKU-16425,ValueChain Partners,1,1991
377880,Slim Fit Jeans Mini,Apparel,Chicago,XL,2.22,399.99,105.71,SKU-97594,EcoSource LLC,1,1750
993892,GPS Navigator Mini,Automotive,Chicago,M,6.85,149.99,70.6,SKU-61495,EcoSource LLC,FALSE,1316
225738,Pearl Necklace Basic,Jewelry,Tokyo,N/A,0.68,89.99,17.5,SKU-45588,Global Supply Co.,1,1103
194813,Building Blocks Standard,Toys & Games,Mexico City,XS,3.19,149.99,59.48,SKU-80879,FastShip Ltd,1,118
265271,Steering Wheel Cover Lite,Automotive,Tokyo,L,10.94,19.99,9.25,SKU-56090,FASTSHIP LTD,1,597
946826,Resistance Bands Pro,Sports,Bangalore,XL,1.75,14.99,5.57,SKU-67662,FastShip Ltd,1,1854
819380,Webcam HD Mini,Electronics,Bangalore,,6.69,59.99,28.29,SKU-84283,TechParts Asia,No,567
418992,Smart Watch Premium,Electronics,Berlin,N/A,6.74,49.99,24.03,SKU-67098,TechParts Asia,1,941
966529,Organic Coffee Beans Basic,Grocery,Shenzhen,M,0.58,29.99,15.35,SKU-76874,QualityGoods Corp,1,574
838936,Board Game Classic Ultra,Toys & Games,Chicago,L,0.62,59.99,18.69,SKU-82895,Global Supply Co.,1,7
830729,Bluetooth Speaker Standard,Electronics,Warsaw,XXL,3.12,29.99,12.92,SKU-63154,valuechain partners,1,1718
732608,Motor Oil 5W-30 Pro,Automotive,Los Angeles,M,7.52,124.99,64.97,SKU-35590,ValueChain Partners,1,1908
142288,Travel Journal Mini,Books,Los Angeles,XXL,2.91,89.99,32.04,SKU-92674,ValueChain Partners,No,234
325465,Indoor Plant Pot Elite,Home & Garden,Seoul,L,3.13,89.99,30.14,SKU-96161,PrimeMaterials GmbH,1,426
976530,Card Game Lite,Toys & Games,Shenzhen,M,2.88,99.99,30.59,SKU-21739,EcoSource LLC,1,601
998182,4K Smart TV Max,Electronics,Mexico City,XL,5.16,499.99,229.8,SKU-31433,MegaManufacture Inc,1,1639
443716,Dark Chocolate Bar Plus,Grocery,Chicago,M,0.5,124.99,73.34,SKU-43373,QualityGoods Corp,1,278
255528,Gaming Mouse Plus,Electronics,Berlin,,4.36,59.99,29.33,SKU-17341,PrimeMaterials GmbH,Yes,911
195643,Smart Watch Plus,Electronics,Bangalore,L,7.44,24.99,11.49,SKU-68698,QualityGoods Corp,FALSE,852
845702,,Automotive,Los Angeles,N/A,10.57,39.99,20.95,SKU-96539,ValueChain Partners,1,1785
360276,Blush Palette Plus,Beauty,,XS,3.98,29.99,7.88,SKU-89189,ValueChain Partners,1,639
473023,Dumbbell Set Pro,Sports,Chennai,XL,1.31,39.99,16.43,SKU-13308,PrimeMaterials GmbH,1,359
515492,Spice Rack Basic,Home & Garden,Los Angeles,10,1.48,49.99,14.96,SKU-50357,,1,1203
638401,Green Tea Pack Max,Grocery,Shanghai,XXL,1.41,149.99,98.96,SKU-93194,TechParts Asia,Yes,604
151328,,Apparel,Los Angeles,S,0.23,74.99,25.31,SKU-49028,EcoSource LLC,TRUE,1717
810078,Gaming Mouse Max,Electronics,Seoul,M,6.38,34.99,15.91,SKU-81175,MegaManufacture Inc,1,211
413357,Cycling Helmet Premium,Sports,Los Angeles,XXL,2.47,29.99,10.6,SKU-99750,EcoSource LLC,1,715
372804,Rice Cakes Basic,Grocery,Warsaw,S,0.2,199.99,125.56,SKU-20518,Global Supply Co.,1,548
959926,Memory Foam Pillow Pro,Home & Garden,Chicago,XL,3.18,249.99,83.92,SKU-42303,MegaManufacture Inc,FALSE,217
282313,Cotton Bath Towel Lite,Home & Garden,Los Angeles,S,1.04,14.99,4.57,SKU-81094,qualitygoods corp,1,1474
132591,Slim Fit Jeans Standard,Apparel,Mexico City,S,0.45,199.99,66.37,SKU-96198,Global Supply Co.,1,145
524035,Granola Mix Ultra,Grocery,Mexico City,N/A,0.95,49.99,31.9,SKU-78316,PrimeMaterials GmbH,1,1082
996114,Crystal Headband Lite,Jewelry,,XL,2.67,124.99,27.28,SKU-25790,QualityGoods Corp,1,640
574167,Jump Rope Max,Sports,Istanbul,XS,2.85,299.99,130.66,SKU-85700,QualityGoods Corp,1,1426
682959,4K Smart TV Lite,Electronics,Istanbul,XXL,5.0,199.99,86.15,SKU-18184,QualityGoods Corp,1,1676
884417,Running Shorts Max,Apparel,Bangalore,N/A,2.79,149.99,44.76,SKU-26291,PrimeMaterials GmbH,1,1514
